año;municipio_codigo;municipio_nombre;entidad_codigo;entidad_nombre;fecha_festivo
1998;002;Ajalvir;0;Ajalvir;1998-02-03
1998;002;Ajalvir;0;Ajalvir;1998-05-15
1998;003;Alameda del Valle;0;Alameda del Valle;1998-02-02
1998;003;Alameda del Valle;0;Alameda del Valle;1998-09-08
1998;005;Alcalá de Henares;0;Alcalá de Henares;1998-08-06
1998;005;Alcalá de Henares;0;Alcalá de Henares;1998-10-09
1998;006;Alcobendas;0;Alcobendas;1998-01-24
1998;006;Alcobendas;0;Alcobendas;1998-05-15
1998;007;Alcorcón;0;Alcorcón;1998-04-13
1998;007;Alcorcón;0;Alcorcón;1998-09-08
1998;008;Aldea del Fresno;0;Aldea del Fresno;1998-01-17
1998;008;Aldea del Fresno;0;Aldea del Fresno;1998-06-29
1998;009;Algete;0;Algete;1998-09-11
1998;009;Algete;0;Algete;1998-09-14
1998;010;Alpedrete;0;Alpedrete;1998-05-22
1998;010;Alpedrete;0;Alpedrete;1998-08-14
1998;011;Ambite;0;Ambite;1998-02-03
1998;011;Ambite;0;Ambite;1998-05-04
1998;012;Anchuelo;0;Anchuelo;1998-04-29
1998;012;Anchuelo;0;Anchuelo;1998-09-08
1998;013;Aranjuez;0;Aranjuez;1998-05-29
1998;013;Aranjuez;0;Aranjuez;1998-09-04
1998;014;Arganda del Rey;0;Arganda del Rey;1998-09-11
1998;014;Arganda del Rey;0;Arganda del Rey;1998-09-14
1998;015;Arroyomolinos;0;Arroyomolinos;1998-06-11
1998;015;Arroyomolinos;0;Arroyomolinos;1998-06-12
1998;017;Batres;0;Batres;1998-02-09
1998;017;Batres;0;Batres;1998-08-31
1998;018;Becerril de la Sierra;0;Becerril de la Sierra;1998-08-17
1998;018;Becerril de la Sierra;0;Becerril de la Sierra;1998-09-14
1998;019;Belmonte de Tajo;0;Belmonte de Tajo;1998-09-07
1998;019;Belmonte de Tajo;0;Belmonte de Tajo;1998-09-08
1998;020;Berzosa del Lozoya;0;Berzosa del Lozoya;1998-08-14
1998;020;Berzosa del Lozoya;0;Berzosa del Lozoya;1998-08-18
1998;022;Boadilla del Monte;0;Boadilla del Monte;1998-06-01
1998;022;Boadilla del Monte;0;Boadilla del Monte;1998-10-05
1998;024;Braojos;0;Braojos;1998-01-22
1998;024;Braojos;0;Braojos;1998-09-08
1998;025;Brea de Tajo;0;Brea de Tajo;1998-08-14
1998;025;Brea de Tajo;0;Brea de Tajo;1998-10-05
1998;026;Brunete;0;Brunete;1998-05-15
1998;026;Brunete;0;Brunete;1998-09-14
1998;027;Buitrago del Lozoya;0;Buitrago del Lozoya;1998-08-14
1998;027;Buitrago del Lozoya;0;Buitrago del Lozoya;1998-09-14
1998;028;Bustarviejo;0;Bustarviejo;1998-05-15
1998;028;Bustarviejo;0;Bustarviejo;1998-09-14
1998;029;Cabanillas de la Sierra;0;Cabanillas de la Sierra;1998-06-15
1998;029;Cabanillas de la Sierra;0;Cabanillas de la Sierra;1998-12-09
1998;031;Cadalso de los Vidrios;0;Cadalso de los Vidrios;1998-04-13
1998;031;Cadalso de los Vidrios;0;Cadalso de los Vidrios;1998-09-14
1998;032;Camarma de Esteruelas;0;Camarma de Esteruelas;1998-09-03
1998;032;Camarma de Esteruelas;0;Camarma de Esteruelas;1998-09-04
1998;033;Campo Real;0;Campo Real;1998-05-15
1998;033;Campo Real;0;Campo Real;1998-09-14
1998;034;Canencia;0;Canencia;1998-10-13
1998;034;Canencia;0;Canencia;1998-10-14
1998;035;Carabaña;0;Carabaña;1998-09-14
1998;035;Carabaña;0;Carabaña;1998-09-15
1998;036;Casarrubuelos;0;Casarrubuelos;1998-05-04
1998;036;Casarrubuelos;0;Casarrubuelos;1998-07-24
1998;037;Cenicientos;0;Cenicientos;1998-05-15
1998;037;Cenicientos;0;Cenicientos;1998-08-14
1998;038;Cercedilla;0;Cercedilla;1998-01-20
1998;038;Cercedilla;0;Cercedilla;1998-09-08
1998;051;Chapinería;0;Chapinería;1998-05-02
1998;051;Chapinería;0;Chapinería;1998-10-07
1998;052;Chinchón;0;Chinchón;1998-08-14
1998;052;Chinchón;0;Chinchón;1998-08-17
1998;040;Ciempozuelos;0;Ciempozuelos;1998-09-14
1998;040;Ciempozuelos;0;Ciempozuelos;1998-09-15
1998;041;Cobeña;0;Cobeña;1998-05-11
1998;041;Cobeña;0;Cobeña;1998-10-05
1998;046;Collado Mediano;0;Collado Mediano;1998-01-23
1998;046;Collado Mediano;0;Collado Mediano;1998-01-24
1998;047;Collado Villalba;0;Collado Villalba;1998-06-15
1998;047;Collado Villalba;0;Collado Villalba;1998-07-27
1998;043;Colmenar de Oreja;0;Colmenar de Oreja;1998-04-30
1998;043;Colmenar de Oreja;0;Colmenar de Oreja;1998-09-11
1998;042;Colmenar del Arroyo;0;Colmenar del Arroyo;1998-01-22
1998;042;Colmenar del Arroyo;0;Colmenar del Arroyo;1998-09-14
1998;045;Colmenar Viejo;0;Colmenar Viejo;1998-08-31
1998;045;Colmenar Viejo;0;Colmenar Viejo;1998-09-01
1998;044;Colmenarejo;0;Colmenarejo;1998-07-24
1998;044;Colmenarejo;0;Colmenarejo;1998-07-27
1998;048;Corpa;0;Corpa;1998-05-15
1998;048;Corpa;0;Corpa;1998-09-14
1998;049;Coslada;0;Coslada;1998-05-15
1998;049;Coslada;0;Coslada;1998-06-15
1998;050;Cubas de la Sagra;0;Cubas de la Sagra;1998-02-03
1998;050;Cubas de la Sagra;0;Cubas de la Sagra;1998-09-14
1998;053;Daganzo de Arriba;0;Daganzo de Arriba;1998-06-12
1998;053;Daganzo de Arriba;0;Daganzo de Arriba;1998-09-07
1998;004;El Álamo;0;El Álamo;1998-05-15
1998;004;El Álamo;0;El Álamo;1998-09-02
1998;016;El Atazar;0;El Atazar;1998-05-04
1998;016;El Atazar;0;El Atazar;1998-11-30
1998;021;El Berrueco;0;El Berrueco;1998-05-15
1998;021;El Berrueco;0;El Berrueco;1998-08-14
1998;023;El Boalo;2;Cerceda;1998-05-04
1998;023;El Boalo;2;Cerceda;1998-09-14
1998;023;El Boalo;0;El Boalo;1998-01-20
1998;023;El Boalo;0;El Boalo;1998-05-15
1998;023;El Boalo;3;Mataelpino;1998-02-05
1998;023;El Boalo;3;Mataelpino;1998-08-24
1998;054;El Escorial;0;El Escorial;1998-06-11
1998;054;El Escorial;0;El Escorial;1998-09-07
1998;086;El Molar;0;El Molar;1998-05-21
1998;086;El Molar;0;El Molar;1998-05-22
1998;168;El Vellón;1;El Espartal;1998-03-20
1998;168;El Vellón;1;El Espartal;1998-10-13
1998;168;El Vellón;0;El Vellón;1998-02-02
1998;168;El Vellón;0;El Vellón;1998-10-02
1998;055;Estremera;0;Estremera;1998-10-13
1998;055;Estremera;0;Estremera;1998-10-14
1998;056;Fresnedillas de la Oliva;0;Fresnedillas de la Oliva;1998-01-20
1998;056;Fresnedillas de la Oliva;0;Fresnedillas de la Oliva;1998-08-24
1998;057;Fresno de Torote;0;Fresno de Torote;1998-05-04
1998;057;Fresno de Torote;0;Fresno de Torote;1998-08-14
1998;058;Fuenlabrada;0;Fuenlabrada;1998-09-14
1998;058;Fuenlabrada;0;Fuenlabrada;1998-12-26
1998;059;Fuente el Saz de Jarama;0;Fuente el Saz de Jarama;1998-09-07
1998;059;Fuente el Saz de Jarama;0;Fuente el Saz de Jarama;1998-09-08
1998;060;Fuentidueña de Tajo;0;Fuentidueña de Tajo;1998-09-14
1998;060;Fuentidueña de Tajo;0;Fuentidueña de Tajo;1998-09-15
1998;061;Galapagar;0;Galapagar;1998-05-15
1998;061;Galapagar;0;Galapagar;1998-09-14
1998;062;Garganta de los Montes;0;Garganta de los Montes;1998-05-15
1998;062;Garganta de los Montes;0;Garganta de los Montes;1998-10-05
1998;063;Gargantilla del Lozoya y Pinilla de Buitrago;0;Gargantilla del Lozoya y Pinilla de Buitrago;1998-03-21
1998;063;Gargantilla del Lozoya y Pinilla de Buitrago;0;Gargantilla del Lozoya y Pinilla de Buitrago;1998-06-06
1998;064;Gascones;0;Gascones;1998-07-31
1998;064;Gascones;0;Gascones;1998-10-05
1998;065;Getafe;0;Getafe;1998-05-21
1998;065;Getafe;0;Getafe;1998-06-01
1998;066;Griñón;0;Griñón;1998-06-17
1998;066;Griñón;0;Griñón;1998-08-17
1998;067;Guadalix de la Sierra;0;Guadalix de la Sierra;1998-09-08
1998;067;Guadalix de la Sierra;0;Guadalix de la Sierra;1998-09-09
1998;068;Guadarrama;0;Guadarrama;1998-09-29
1998;068;Guadarrama;0;Guadarrama;1998-10-05
1998;070;Horcajo de la Sierra-Aoslos;0;Horcajo de la Sierra-Aoslos;1998-05-15
1998;070;Horcajo de la Sierra-Aoslos;0;Horcajo de la Sierra-Aoslos;1998-08-16
1998;071;Horcajuelo de la Sierra;0;Horcajuelo de la Sierra;1998-06-13
1998;071;Horcajuelo de la Sierra;0;Horcajuelo de la Sierra;1998-08-28
1998;072;Hoyo de Manzanares;0;Hoyo de Manzanares;1998-09-08
1998;072;Hoyo de Manzanares;0;Hoyo de Manzanares;1998-09-09
1998;073;Humanes de Madrid;0;Humanes de Madrid;1998-08-08
1998;073;Humanes de Madrid;0;Humanes de Madrid;1998-09-21
1998;001;La Acebeda;0;La Acebeda;1998-07-25
1998;001;La Acebeda;0;La Acebeda;1998-09-29
1998;030;La Cabrera;0;La Cabrera;1998-06-15
1998;030;La Cabrera;0;La Cabrera;1998-10-19
1998;069;La Hiruela;0;La Hiruela;1998-08-07
1998;069;La Hiruela;0;La Hiruela;1998-08-08
1998;138;La Serna del Monte;0;La Serna del Monte;1998-06-09
1998;138;La Serna del Monte;0;La Serna del Monte;1998-08-28
1998;127;Las Rozas de Madrid;0;Las Rozas de Madrid;1998-05-04
1998;127;Las Rozas de Madrid;0;Las Rozas de Madrid;1998-09-29
1998;074;Leganés;0;Leganés;1998-08-17
1998;074;Leganés;0;Leganés;1998-10-10
1998;075;Loeches;0;Loeches;1998-09-10
1998;075;Loeches;0;Loeches;1998-09-11
1998;087;Los Molinos;0;Los Molinos;1998-01-20
1998;087;Los Molinos;0;Los Molinos;1998-09-14
1998;137;Los Santos de la Humosa;0;Los Santos de la Humosa;1998-05-15
1998;137;Los Santos de la Humosa;0;Los Santos de la Humosa;1998-09-08
1998;076;Lozoya;0;Lozoya;1998-08-06
1998;076;Lozoya;0;Lozoya;1998-10-06
1998;901;Lozoyuela-Navas-Sieteiglesias;0;Lozoyuela-Navas-Sieteiglesias;1998-09-21
1998;901;Lozoyuela-Navas-Sieteiglesias;0;Lozoyuela-Navas-Sieteiglesias;1998-12-05
1998;078;Madarcos;0;Madarcos;1998-01-20
1998;078;Madarcos;0;Madarcos;1998-07-26
1998;079;Madrid;0;Madrid;1998-05-15
1998;079;Madrid;0;Madrid;1998-11-09
1998;080;Majadahonda;0;Majadahonda;1998-09-14
1998;080;Majadahonda;0;Majadahonda;1998-11-25
1998;082;Manzanares el Real;0;Manzanares el Real;1998-06-01
1998;082;Manzanares el Real;0;Manzanares el Real;1998-09-14
1998;083;Meco;0;Meco;1998-09-10
1998;083;Meco;0;Meco;1998-09-11
1998;084;Mejorada del Campo;0;Mejorada del Campo;1998-09-21
1998;084;Mejorada del Campo;0;Mejorada del Campo;1998-09-22
1998;085;Miraflores de la Sierra;0;Miraflores de la Sierra;1998-02-03
1998;085;Miraflores de la Sierra;0;Miraflores de la Sierra;1998-05-15
1998;088;Montejo de la Sierra;0;Montejo de la Sierra;1998-08-28
1998;088;Montejo de la Sierra;0;Montejo de la Sierra;1998-08-29
1998;089;Moraleja de Enmedio;0;Moraleja de Enmedio;1998-09-07
1998;089;Moraleja de Enmedio;0;Moraleja de Enmedio;1998-09-08
1998;090;Moralzarzal;0;Moralzarzal;1998-05-15
1998;090;Moralzarzal;0;Moralzarzal;1998-09-24
1998;091;Morata de Tajuña;0;Morata de Tajuña;1998-05-15
1998;091;Morata de Tajuña;0;Morata de Tajuña;1998-09-08
1998;092;Móstoles;0;Móstoles;1998-05-15
1998;092;Móstoles;0;Móstoles;1998-09-12
1998;093;Navacerrada;0;Navacerrada;1998-06-13
1998;093;Navacerrada;0;Navacerrada;1998-09-08
1998;094;Navalafuente;0;Navalafuente;1998-08-24
1998;094;Navalafuente;0;Navalafuente;1998-08-25
1998;095;Navalagamella;0;Navalagamella;1998-05-08
1998;095;Navalagamella;0;Navalagamella;1998-09-14
1998;096;Navalcarnero;0;Navalcarnero;1998-05-15
1998;096;Navalcarnero;0;Navalcarnero;1998-09-08
1998;097;Navarredonda y San Mamés;0;Navarredonda y San Mamés;1998-08-17
1998;097;Navarredonda y San Mamés;0;Navarredonda y San Mamés;1998-09-29
1998;099;Navas del Rey;0;Navas del Rey;1998-09-07
1998;099;Navas del Rey;0;Navas del Rey;1998-11-16
1998;100;Nuevo Baztán;0;Nuevo Baztán;1998-05-04
1998;100;Nuevo Baztán;0;Nuevo Baztán;1998-12-03
1998;101;Olmeda de las Fuentes;0;Olmeda de las Fuentes;1998-04-13
1998;101;Olmeda de las Fuentes;0;Olmeda de las Fuentes;1998-05-15
1998;102;Orusco de Tajuña;0;Orusco de Tajuña;1998-09-12
1998;102;Orusco de Tajuña;0;Orusco de Tajuña;1998-12-28
1998;104;Paracuellos de Jarama;0;Paracuellos de Jarama;1998-06-01
1998;104;Paracuellos de Jarama;0;Paracuellos de Jarama;1998-06-02
1998;106;Parla;0;Parla;1998-06-22
1998;106;Parla;0;Parla;1998-09-14
1998;107;Patones;0;Patones;1998-02-02
1998;107;Patones;0;Patones;1998-06-24
1998;108;Pedrezuela;0;Pedrezuela;1998-09-29
1998;108;Pedrezuela;0;Pedrezuela;1998-09-30
1998;109;Pelayos de la Presa;0;Pelayos de la Presa;1998-02-03
1998;109;Pelayos de la Presa;0;Pelayos de la Presa;1998-08-14
1998;110;Perales de Tajuña;0;Perales de Tajuña;1998-02-03
1998;110;Perales de Tajuña;0;Perales de Tajuña;1998-05-15
1998;111;Pezuela de las Torres;0;Pezuela de las Torres;1998-05-04
1998;111;Pezuela de las Torres;0;Pezuela de las Torres;1998-09-14
1998;112;Pinilla del Valle;0;Pinilla del Valle;1998-09-29
1998;112;Pinilla del Valle;0;Pinilla del Valle;1998-09-30
1998;113;Pinto;0;Pinto;1998-05-15
1998;113;Pinto;0;Pinto;1998-12-21
1998;114;Piñuécar-Gandullas;0;Piñuécar-Gandullas;1998-01-24
1998;114;Piñuécar-Gandullas;0;Piñuécar-Gandullas;1998-02-02
1998;115;Pozuelo de Alarcón;0;Pozuelo de Alarcón;1998-07-16
1998;115;Pozuelo de Alarcón;0;Pozuelo de Alarcón;1998-09-07
1998;116;Pozuelo del Rey;0;Pozuelo del Rey;1998-09-28
1998;116;Pozuelo del Rey;0;Pozuelo del Rey;1998-09-29
1998;117;Prádena del Rincón;0;Prádena del Rincón;1998-07-16
1998;117;Prádena del Rincón;0;Prádena del Rincón;1998-07-17
1998;118;Puebla de la Sierra;0;Puebla de la Sierra;1998-05-15
1998;118;Puebla de la Sierra;0;Puebla de la Sierra;1998-09-14
1998;902;Puentes Viejas;0;Puentes Viejas;1998-06-19
1998;902;Puentes Viejas;0;Puentes Viejas;1998-09-29
1998;119;Quijorna;0;Quijorna;1998-05-15
1998;119;Quijorna;0;Quijorna;1998-12-28
1998;120;Rascafría;0;Rascafría;1998-08-17
1998;120;Rascafría;0;Rascafría;1998-11-30
1998;121;Redueña;0;Redueña;1998-09-11
1998;121;Redueña;0;Redueña;1998-12-14
1998;122;Ribatejada;0;Ribatejada;1998-05-29
1998;122;Ribatejada;0;Ribatejada;1998-08-28
1998;123;Rivas-Vaciamadrid;0;Rivas-Vaciamadrid;1998-05-15
1998;123;Rivas-Vaciamadrid;0;Rivas-Vaciamadrid;1998-09-11
1998;124;Robledillo de la Jara;0;Robledillo de la Jara;1998-08-08
1998;124;Robledillo de la Jara;0;Robledillo de la Jara;1998-10-03
1998;125;Robledo de Chavela;0;Robledo de Chavela;1998-08-27
1998;125;Robledo de Chavela;0;Robledo de Chavela;1998-08-31
1998;126;Robregordo;0;Robregordo;1998-08-14
1998;126;Robregordo;0;Robregordo;1998-08-17
1998;128;Rozas de Puerto Real;0;Rozas de Puerto Real;1998-02-05
1998;128;Rozas de Puerto Real;0;Rozas de Puerto Real;1998-06-24
1998;129;San Agustín del Guadalix;0;San Agustín del Guadalix;1998-09-18
1998;129;San Agustín del Guadalix;0;San Agustín del Guadalix;1998-09-21
1998;130;San Fernando de Henares;0;San Fernando de Henares;1998-05-15
1998;130;San Fernando de Henares;0;San Fernando de Henares;1998-05-29
1998;131;San Lorenzo de El Escorial;0;San Lorenzo de El Escorial;1998-08-10
1998;131;San Lorenzo de El Escorial;0;San Lorenzo de El Escorial;1998-09-14
1998;132;San Martín de la Vega;0;San Martín de la Vega;1998-04-27
1998;132;San Martín de la Vega;0;San Martín de la Vega;1998-04-28
1998;133;San Martín de Valdeiglesias;0;San Martín de Valdeiglesias;1998-09-08
1998;133;San Martín de Valdeiglesias;0;San Martín de Valdeiglesias;1998-11-11
1998;134;San Sebastián de los Reyes;0;San Sebastián de los Reyes;1998-01-20
1998;134;San Sebastián de los Reyes;0;San Sebastián de los Reyes;1998-08-28
1998;135;Santa María de la Alameda;0;Santa María de la Alameda;1998-09-07
1998;135;Santa María de la Alameda;0;Santa María de la Alameda;1998-09-08
1998;136;Santorcaz;0;Santorcaz;1998-05-15
1998;136;Santorcaz;0;Santorcaz;1998-09-14
1998;140;Serranillos del Valle;0;Serranillos del Valle;1998-08-14
1998;140;Serranillos del Valle;0;Serranillos del Valle;1998-09-04
1998;141;Sevilla la Nueva;0;Sevilla la Nueva;1998-05-15
1998;141;Sevilla la Nueva;0;Sevilla la Nueva;1998-09-14
1998;144;Soto del Real;0;Soto del Real;1998-08-03
1998;144;Soto del Real;0;Soto del Real;1998-10-07
1998;145;Talamanca de Jarama;0;Talamanca de Jarama;1998-02-03
1998;145;Talamanca de Jarama;0;Talamanca de Jarama;1998-04-20
1998;146;Tielmes;0;Tielmes;1998-05-15
1998;146;Tielmes;0;Tielmes;1998-08-06
1998;147;Titulcia;0;Titulcia;1998-08-31
1998;147;Titulcia;0;Titulcia;1998-09-01
1998;148;Torrejón de Ardoz;0;Torrejón de Ardoz;1998-06-22
1998;148;Torrejón de Ardoz;0;Torrejón de Ardoz;1998-06-23
1998;149;Torrejón de la Calzada;0;Torrejón de la Calzada;1998-09-07
1998;149;Torrejón de la Calzada;0;Torrejón de la Calzada;1998-09-08
1998;150;Torrejón de Velasco;0;Torrejón de Velasco;1998-05-15
1998;150;Torrejón de Velasco;0;Torrejón de Velasco;1998-10-09
1998;151;Torrelaguna;0;Torrelaguna;1998-09-07
1998;151;Torrelaguna;0;Torrelaguna;1998-09-08
1998;152;Torrelodones;0;Torrelodones;1998-07-16
1998;152;Torrelodones;0;Torrelodones;1998-08-14
1998;153;Torremocha de Jarama;0;Torremocha de Jarama;1998-05-14
1998;153;Torremocha de Jarama;0;Torremocha de Jarama;1998-05-15
1998;154;Torres de la Alameda;0;Torres de la Alameda;1998-10-05
1998;154;Torres de la Alameda;0;Torres de la Alameda;1998-10-06
1998;903;Tres Cantos;0;Tres Cantos;1998-05-15
1998;903;Tres Cantos;0;Tres Cantos;1998-06-24
1998;155;Valdaracete;0;Valdaracete;1998-05-04
1998;155;Valdaracete;0;Valdaracete;1998-09-14
1998;156;Valdeavero;0;Valdeavero;1998-01-20
1998;156;Valdeavero;0;Valdeavero;1998-09-14
1998;157;Valdelaguna;0;Valdelaguna;1998-04-17
1998;157;Valdelaguna;0;Valdelaguna;1998-07-16
1998;158;Valdemanco;0;Valdemanco;1998-07-16
1998;158;Valdemanco;0;Valdemanco;1998-08-16
1998;159;Valdemaqueda;0;Valdemaqueda;1998-03-04
1998;159;Valdemaqueda;0;Valdemaqueda;1998-08-13
1998;160;Valdemorillo;0;Valdemorillo;1998-02-03
1998;160;Valdemorillo;0;Valdemorillo;1998-09-08
1998;161;Valdemoro;0;Valdemoro;1998-05-11
1998;161;Valdemoro;0;Valdemoro;1998-09-08
1998;162;Valdeolmos-Alalpardo;0;Valdeolmos-Alalpardo;1998-05-15
1998;162;Valdeolmos-Alalpardo;0;Valdeolmos-Alalpardo;1998-08-24
1998;163;Valdepiélagos;0;Valdepiélagos;1998-05-15
1998;163;Valdepiélagos;0;Valdepiélagos;1998-05-16
1998;164;Valdetorres de Jarama;0;Valdetorres de Jarama;1998-05-04
1998;164;Valdetorres de Jarama;0;Valdetorres de Jarama;1998-09-14
1998;165;Valdilecha;0;Valdilecha;1998-09-08
1998;165;Valdilecha;0;Valdilecha;1998-11-11
1998;166;Valverde de Alcalá;0;Valverde de Alcalá;1998-09-10
1998;166;Valverde de Alcalá;0;Valverde de Alcalá;1998-09-11
1998;167;Velilla de San Antonio;0;Velilla de San Antonio;1998-09-28
1998;167;Velilla de San Antonio;0;Velilla de San Antonio;1998-09-29
1998;169;Venturada;0;Venturada;1998-05-15
1998;169;Venturada;0;Venturada;1998-06-24
1998;171;Villa del Prado;0;Villa del Prado;1998-04-13
1998;171;Villa del Prado;0;Villa del Prado;1998-09-08
1998;170;Villaconejos;0;Villaconejos;1998-05-04
1998;170;Villaconejos;0;Villaconejos;1998-05-15
1998;172;Villalbilla;0;Villalbilla;1998-05-04
1998;172;Villalbilla;0;Villalbilla;1998-09-25
1998;173;Villamanrique de Tajo;0;Villamanrique de Tajo;1998-04-24
1998;173;Villamanrique de Tajo;0;Villamanrique de Tajo;1998-09-11
1998;174;Villamanta;0;Villamanta;1998-01-30
1998;174;Villamanta;0;Villamanta;1998-05-22
1998;175;Villamantilla;0;Villamantilla;1998-09-29
1998;175;Villamantilla;0;Villamantilla;1998-12-31
1998;176;Villanueva de la Cañada;0;Villanueva de la Cañada;1998-07-25
1998;176;Villanueva de la Cañada;0;Villanueva de la Cañada;1998-09-14
1998;178;Villanueva de Perales;0;Villanueva de Perales;1998-05-04
1998;178;Villanueva de Perales;0;Villanueva de Perales;1998-12-07
1998;177;Villanueva del Pardillo;0;Villanueva del Pardillo;1998-10-15
1998;177;Villanueva del Pardillo;0;Villanueva del Pardillo;1998-10-16
1998;179;Villar del Olmo;0;Villar del Olmo;1998-05-15
1998;179;Villar del Olmo;0;Villar del Olmo;1998-09-21
1998;180;Villarejo de Salvanés;0;Villarejo de Salvanés;1998-09-01
1998;180;Villarejo de Salvanés;0;Villarejo de Salvanés;1998-10-07
1998;181;Villaviciosa de Odón;0;Villaviciosa de Odón;1998-01-20
1998;181;Villaviciosa de Odón;0;Villaviciosa de Odón;1998-09-21
1998;182;Villavieja del Lozoya;0;Villavieja del Lozoya;1998-08-24
1998;182;Villavieja del Lozoya;0;Villavieja del Lozoya;1998-12-04
1998;183;Zarzalejo;0;Zarzalejo;1998-06-29
1998;183;Zarzalejo;0;Zarzalejo;1998-09-08
1999;002;Ajalvir;0;Ajalvir;1999-02-03
1999;002;Ajalvir;0;Ajalvir;1999-05-15
1999;003;Alameda del Valle;0;Alameda del Valle;1999-02-02
1999;003;Alameda del Valle;0;Alameda del Valle;1999-07-26
1999;005;Alcalá de Henares;0;Alcalá de Henares;1999-08-06
1999;005;Alcalá de Henares;0;Alcalá de Henares;1999-10-09
1999;006;Alcobendas;0;Alcobendas;1999-01-25
1999;006;Alcobendas;0;Alcobendas;1999-05-15
1999;007;Alcorcón;0;Alcorcón;1999-04-05
1999;007;Alcorcón;0;Alcorcón;1999-09-08
1999;008;Aldea del Fresno;0;Aldea del Fresno;1999-01-18
1999;008;Aldea del Fresno;0;Aldea del Fresno;1999-06-29
1999;009;Algete;0;Algete;1999-09-10
1999;009;Algete;0;Algete;1999-09-13
1999;010;Alpedrete;0;Alpedrete;1999-05-21
1999;010;Alpedrete;0;Alpedrete;1999-08-13
1999;011;Ambite;0;Ambite;1999-05-03
1999;011;Ambite;0;Ambite;1999-05-04
1999;012;Anchuelo;0;Anchuelo;1999-04-29
1999;012;Anchuelo;0;Anchuelo;1999-04-30
1999;013;Aranjuez;0;Aranjuez;1999-05-31
1999;013;Aranjuez;0;Aranjuez;1999-09-06
1999;014;Arganda del Rey;0;Arganda del Rey;1999-09-10
1999;014;Arganda del Rey;0;Arganda del Rey;1999-09-13
1999;015;Arroyomolinos;0;Arroyomolinos;1999-06-03
1999;015;Arroyomolinos;0;Arroyomolinos;1999-06-04
1999;017;Batres;0;Batres;1999-02-15
1999;017;Batres;0;Batres;1999-08-30
1999;018;Becerril de la Sierra;0;Becerril de la Sierra;1999-08-17
1999;018;Becerril de la Sierra;0;Becerril de la Sierra;1999-09-14
1999;019;Belmonte de Tajo;0;Belmonte de Tajo;1999-09-06
1999;019;Belmonte de Tajo;0;Belmonte de Tajo;1999-09-08
1999;020;Berzosa del Lozoya;0;Berzosa del Lozoya;1999-08-14
1999;020;Berzosa del Lozoya;0;Berzosa del Lozoya;1999-08-17
1999;022;Boadilla del Monte;0;Boadilla del Monte;1999-05-24
1999;022;Boadilla del Monte;0;Boadilla del Monte;1999-10-11
1999;024;Braojos;0;Braojos;1999-01-22
1999;024;Braojos;0;Braojos;1999-09-08
1999;025;Brea de Tajo;0;Brea de Tajo;1999-08-17
1999;025;Brea de Tajo;0;Brea de Tajo;1999-10-04
1999;026;Brunete;0;Brunete;1999-01-20
1999;026;Brunete;0;Brunete;1999-09-14
1999;027;Buitrago del Lozoya;0;Buitrago del Lozoya;1999-08-13
1999;027;Buitrago del Lozoya;0;Buitrago del Lozoya;1999-09-14
1999;028;Bustarviejo;0;Bustarviejo;1999-05-15
1999;028;Bustarviejo;0;Bustarviejo;1999-09-14
1999;029;Cabanillas de la Sierra;0;Cabanillas de la Sierra;1999-06-07
1999;029;Cabanillas de la Sierra;0;Cabanillas de la Sierra;1999-12-07
1999;031;Cadalso de los Vidrios;0;Cadalso de los Vidrios;1999-04-05
1999;031;Cadalso de los Vidrios;0;Cadalso de los Vidrios;1999-09-14
1999;032;Camarma de Esteruelas;0;Camarma de Esteruelas;1999-09-02
1999;032;Camarma de Esteruelas;0;Camarma de Esteruelas;1999-09-03
1999;033;Campo Real;0;Campo Real;1999-05-14
1999;033;Campo Real;0;Campo Real;1999-09-14
1999;034;Canencia;0;Canencia;1999-10-11
1999;034;Canencia;0;Canencia;1999-10-13
1999;035;Carabaña;0;Carabaña;1999-09-14
1999;035;Carabaña;0;Carabaña;1999-12-13
1999;036;Casarrubuelos;0;Casarrubuelos;1999-05-03
1999;036;Casarrubuelos;0;Casarrubuelos;1999-07-23
1999;037;Cenicientos;0;Cenicientos;1999-05-17
1999;037;Cenicientos;0;Cenicientos;1999-08-17
1999;038;Cercedilla;0;Cercedilla;1999-01-20
1999;038;Cercedilla;0;Cercedilla;1999-09-08
1999;051;Chapinería;0;Chapinería;1999-03-08
1999;051;Chapinería;0;Chapinería;1999-10-04
1999;052;Chinchón;0;Chinchón;1999-08-13
1999;052;Chinchón;0;Chinchón;1999-08-17
1999;040;Ciempozuelos;0;Ciempozuelos;1999-09-13
1999;040;Ciempozuelos;0;Ciempozuelos;1999-09-14
1999;041;Cobeña;0;Cobeña;1999-05-10
1999;041;Cobeña;0;Cobeña;1999-10-04
1999;046;Collado Mediano;0;Collado Mediano;1999-01-23
1999;046;Collado Mediano;0;Collado Mediano;1999-01-25
1999;047;Collado Villalba;0;Collado Villalba;1999-06-14
1999;047;Collado Villalba;0;Collado Villalba;1999-07-26
1999;043;Colmenar de Oreja;0;Colmenar de Oreja;1999-05-07
1999;043;Colmenar de Oreja;0;Colmenar de Oreja;1999-09-10
1999;042;Colmenar del Arroyo;0;Colmenar del Arroyo;1999-01-22
1999;042;Colmenar del Arroyo;0;Colmenar del Arroyo;1999-09-14
1999;045;Colmenar Viejo;0;Colmenar Viejo;1999-08-30
